Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-04-15 00:00:00+01:00,67.19999694824219,67.4000015258789,66.27999877929688,67.13999938964844,60995585,0.0,0.0
2024-04-16 00:00:00+01:00,66.55999755859375,66.81999969482422,65.94000244140625,66.05999755859375,60671927,0.0,0.0
2024-04-17 00:00:00+01:00,65.76000213623047,66.95999908447266,65.53700256347656,66.4800033569336,43512470,0.0,0.0
2024-04-18 00:00:00+01:00,66.66000366210938,67.08000183105469,65.95999908447266,66.37999725341797,82198762,0.0,0.0
2024-04-19 00:00:00+01:00,66.5,67.0999984741211,65.77999877929688,67.0,69142766,0.0,0.0
2024-04-22 00:00:00+01:00,67.77999877929688,69.94200134277344,67.54499816894531,69.62000274658203,81105726,0.0,0.0
2024-04-23 00:00:00+01:00,69.94000244140625,70.63999938964844,69.62000274658203,69.62000274658203,150967378,0.0,0.0
2024-04-24 00:00:00+01:00,69.68000030517578,70.05999755859375,68.63999938964844,69.33999633789062,89375938,0.0,0.0
2024-04-25 00:00:00+01:00,69.33999633789062,70.05999755859375,68.36000061035156,69.0,63535891,0.0,0.0
2024-04-26 00:00:00+01:00,69.30000305175781,70.0,69.08000183105469,69.08000183105469,55256533,0.0,0.0
2024-04-29 00:00:00+01:00,69.0999984741211,70.19999694824219,68.76000213623047,70.0,44071559,0.0,0.0
2024-04-30 00:00:00+01:00,69.83999633789062,69.84600067138672,67.53700256347656,67.66000366210938,85178283,0.0,0.0
2024-05-01 00:00:00+01:00,69.31999969482422,67.5199966430664,67.5,67.4800033569336,5709970,0.0,0.0
2024-05-02 00:00:00+01:00,67.4800033569336,68.5199966430664,67.22000122070312,67.81999969482422,40057624,0.0,0.0
2024-05-03 00:00:00+01:00,67.95999908447266,68.76000213623047,67.4000015258789,68.44000244140625,88284265,0.0,0.0
2024-05-07 00:00:00+01:00,68.0,69.0,67.83999633789062,67.91999816894531,68169245,0.0,0.0
2024-05-08 00:00:00+01:00,68.0199966430664,68.12000274658203,67.0199966430664,67.54000091552734,69453545,0.0,0.0
2024-05-09 00:00:00+01:00,67.81999969482422,68.94000244140625,67.12000274658203,68.08000183105469,49816322,0.0,0.0
2024-05-10 00:00:00+01:00,68.4800033569336,69.94999694824219,67.66000366210938,69.4000015258789,62668607,0.0,0.0
2024-05-13 00:00:00+01:00,69.54000091552734,71.18000030517578,69.4800033569336,69.9800033569336,90443261,0.0,0.0
2024-05-14 00:00:00+01:00,70.72000122070312,73.76200103759766,69.55999755859375,73.27999877929688,187540061,0.0,0.0
2024-05-15 00:00:00+01:00,73.0199966430664,77.05999755859375,72.5,76.0999984741211,164000076,0.0,0.0
2024-05-16 00:00:00+01:00,76.27999877929688,77.98999786376953,75.63999938964844,77.5199966430664,96063526,0.0,0.0
2024-05-17 00:00:00+01:00,77.76000213623047,78.77999877929688,77.0,77.18000030517578,120483812,0.0,0.0
2024-05-20 00:00:00+01:00,77.04000091552734,77.88099670410156,76.80000305175781,77.16000366210938,44509089,0.0,0.0
2024-05-21 00:00:00+01:00,76.72000122070312,77.63999938964844,74.91999816894531,75.23999786376953,89503994,0.0,0.0
2024-05-22 00:00:00+01:00,75.0,75.77899932861328,74.45999908447266,75.31999969482422,149589227,0.0,0.0
2024-05-23 00:00:00+01:00,75.18000030517578,75.9000015258789,74.18000030517578,74.18000030517578,68463336,0.0,0.0
2024-05-24 00:00:00+01:00,73.87999725341797,74.4800033569336,73.26000213623047,73.5,100442854,0.0,0.0
2024-05-28 00:00:00+01:00,73.81999969482422,75.04000091552734,73.04000091552734,74.08000183105469,71226714,0.0,0.0
2024-05-29 00:00:00+01:00,74.04000091552734,74.54000091552734,73.4000015258789,73.86000061035156,86773955,0.0,0.0
2024-05-30 00:00:00+01:00,73.69999694824219,74.91999816894531,73.13999938964844,74.77999877929688,72121909,0.0,0.0
2024-05-31 00:00:00+01:00,74.9000015258789,75.91999816894531,74.26000213623047,75.62000274658203,337266732,0.0,0.0
2024-06-03 00:00:00+01:00,76.23999786376953,77.08000183105469,75.91999816894531,76.5,153683368,0.0,0.0
2024-06-04 00:00:00+01:00,75.83999633789062,77.0,75.60600280761719,76.83999633789062,69280619,0.0,0.0
2024-06-05 00:00:00+01:00,77.16000366210938,77.9000015258789,76.36000061035156,76.63999938964844,90001063,0.0,0.0
2024-06-06 00:00:00+01:00,72.9800033569336,72.9800033569336,71.51699829101562,72.19999694824219,119686391,0.0,0.0
2024-06-07 00:00:00+01:00,72.18000030517578,73.08000183105469,71.45700073242188,71.5199966430664,71954137,0.0,0.0
2024-06-10 00:00:00+01:00,70.95999908447266,71.95999908447266,70.41999816894531,70.87999725341797,110889294,0.0,0.0
2024-06-11 00:00:00+01:00,71.23999786376953,71.58000183105469,69.86000061035156,70.0999984741211,91297027,0.0,0.0
2024-06-12 00:00:00+01:00,70.12000274658203,70.54000091552734,69.0,69.0,152874144,0.0,0.0
2024-06-13 00:00:00+01:00,68.83999633789062,69.5530014038086,68.62000274658203,68.69999694824219,125883045,0.0,0.0
2024-06-14 00:00:00+01:00,68.76000213623047,70.0999984741211,68.5999984741211,68.95999908447266,71066044,0.0,0.0
2024-06-17 00:00:00+01:00,69.19999694824219,70.18000030517578,69.18000030517578,69.77999877929688,98602229,0.0,0.0
2024-06-18 00:00:00+01:00,70.0999984741211,71.0,70.0199966430664,70.63999938964844,67323052,0.0,0.0
2024-06-19 00:00:00+01:00,71.19999694824219,72.08000183105469,71.0,71.63999938964844,74385058,0.0,0.0
2024-06-20 00:00:00+01:00,71.66000366210938,72.31999969482422,71.19999694824219,72.27999877929688,80709044,0.0,0.0
2024-06-21 00:00:00+01:00,72.12000274658203,72.72000122070312,71.13999938964844,71.62000274658203,107345940,0.0,0.0
2024-06-24 00:00:00+01:00,71.62000274658203,72.72000122070312,71.26000213623047,72.30000305175781,55421678,0.0,0.0
2024-06-25 00:00:00+01:00,72.58000183105469,72.9000015258789,70.5999984741211,70.66000366210938,55528501,0.0,0.0
2024-06-26 00:00:00+01:00,70.45999908447266,70.9000015258789,69.44000244140625,69.72000122070312,81910537,0.0,0.0
2024-06-27 00:00:00+01:00,70.0,70.45999908447266,69.41999816894531,69.41999816894531,88122141,0.0,0.0
2024-06-28 00:00:00+01:00,69.54000091552734,70.36000061035156,69.5199966430664,69.76000213623047,58666029,0.0,0.0
2024-07-01 00:00:00+01:00,69.94000244140625,71.08000183105469,69.33999633789062,70.23999786376953,55924542,0.0,0.0
2024-07-02 00:00:00+01:00,70.19999694824219,70.69999694824219,68.73999786376953,68.95999908447266,63417139,0.0,0.0
2024-07-03 00:00:00+01:00,69.33999633789062,69.73999786376953,68.69999694824219,69.16000366210938,92237703,0.0,0.0
2024-07-04 00:00:00+01:00,69.5,70.04000091552734,68.73999786376953,69.9800033569336,36817580,0.0,0.0
2024-07-05 00:00:00+01:00,70.08000183105469,70.84700012207031,69.55999755859375,70.31999969482422,39779841,0.0,0.0
2024-07-08 00:00:00+01:00,70.13999938964844,71.0999984741211,69.55999755859375,70.41999816894531,55631588,0.0,0.0
2024-07-09 00:00:00+01:00,70.81999969482422,71.13999938964844,69.77999877929688,71.0,65847854,0.0,0.0
2024-07-10 00:00:00+01:00,71.16000366210938,72.9000015258789,70.55999755859375,72.44000244140625,95958747,0.0,0.0
2024-07-11 00:00:00+01:00,72.36000061035156,72.87999725341797,70.49099731445312,71.22000122070312,47102749,0.0,0.0
2024-07-12 00:00:00+01:00,71.73999786376953,72.18000030517578,70.5199966430664,70.5199966430664,42445604,0.0,0.0
2024-07-15 00:00:00+01:00,70.37999725341797,70.95999908447266,69.5199966430664,69.69999694824219,66768675,0.0,0.0
2024-07-16 00:00:00+01:00,69.58000183105469,70.12000274658203,69.16000366210938,69.37999725341797,67131135,0.0,0.0
2024-07-17 00:00:00+01:00,69.72000122070312,70.80000305175781,69.0999984741211,70.63999938964844,209583045,0.0,0.0
2024-07-18 00:00:00+01:00,70.9000015258789,71.37999725341797,70.19999694824219,70.87999725341797,37516815,0.0,0.0
2024-07-19 00:00:00+01:00,70.4000015258789,71.08000183105469,69.93099975585938,70.5,33191240,0.0,0.0
2024-07-22 00:00:00+01:00,71.0,71.08000183105469,70.04000091552734,70.41999816894531,30217586,0.0,0.0
2024-07-23 00:00:00+01:00,70.19999694824219,70.87999725341797,69.83999633789062,70.58000183105469,76679000,0.0,0.0
2024-07-24 00:00:00+01:00,70.04000091552734,70.62000274658203,69.80000305175781,70.44000244140625,46478217,0.0,0.0
2024-07-25 00:00:00+01:00,69.5,72.33999633789062,68.58000183105469,72.13999938964844,153582039,0.0,0.0
2024-07-26 00:00:00+01:00,72.08000183105469,73.31999969482422,71.9000015258789,73.22000122070312,67952538,0.0,0.0
2024-07-29 00:00:00+01:00,74.16000366210938,74.77999877929688,73.22000122070312,73.22000122070312,49015474,0.0,0.0
2024-07-30 00:00:00+01:00,73.36000061035156,73.4000015258789,72.76000213623047,73.13999938964844,47946153,0.0,0.0
2024-07-31 00:00:00+01:00,73.5199966430664,74.36000061035156,72.30000305175781,72.44000244140625,52084419,0.0,0.0
2024-08-01 00:00:00+01:00,72.83999633789062,73.26000213623047,71.95099639892578,72.12000274658203,41617888,0.0,0.0
2024-08-02 00:00:00+01:00,71.63999938964844,72.4800033569336,71.4000015258789,72.26000213623047,53063972,0.0,0.0
2024-08-05 00:00:00+01:00,70.36000061035156,71.76000213623047,68.08000183105469,69.4000015258789,137638315,0.0,0.0
2024-08-06 00:00:00+01:00,69.77999877929688,70.73999786376953,63.060001373291016,70.44000244140625,84375027,0.0,0.0
2024-08-07 00:00:00+01:00,70.77999877929688,73.45999908447266,70.68099975585938,73.19999694824219,80241949,0.0,0.0
2024-08-08 00:00:00+01:00,73.0199966430664,73.69999694824219,63.060001373291016,73.63999938964844,54531772,0.0,0.0
2024-08-09 00:00:00+01:00,73.69999694824219,74.31999969482422,73.33999633789062,73.80000305175781,69985571,0.0,0.0
2024-08-12 00:00:00+01:00,74.13999938964844,74.81999969482422,73.0199966430664,74.44000244140625,72546895,0.0,0.0
2024-08-13 00:00:00+01:00,74.26000213623047,74.4800033569336,73.0199966430664,73.73999786376953,51983761,0.0,0.0
2024-08-14 00:00:00+01:00,73.41999816894531,74.5999984741211,73.41999816894531,74.54000091552734,44587753,0.0,0.0
2024-08-15 00:00:00+01:00,74.72000122070312,75.73999786376953,74.37000274658203,74.5,61481651,0.0,0.0
2024-08-16 00:00:00+01:00,74.27999877929688,74.72000122070312,73.72000122070312,74.72000122070312,37765326,0.0,0.0
2024-08-19 00:00:00+01:00,74.62000274658203,75.5,74.5199966430664,75.5,89827480,0.0,0.0
2024-08-20 00:00:00+01:00,75.31999969482422,75.37999725341797,73.52999877929688,73.87999725341797,59174158,0.0,0.0
2024-08-21 00:00:00+01:00,73.5999984741211,74.05999755859375,73.18000030517578,73.5999984741211,64374038,0.0,0.0
2024-08-22 00:00:00+01:00,73.5,74.0,73.45999908447266,73.5999984741211,34236718,0.0,0.0
